year,m1,broad_money,gdp,debt_gdp,m1_gdp,broad_money_gdp,country,m1_series,broad_series,gdp_series,debt_source,debt_to_m1,debt_to_broad_money
1995,1143008333333.3333,3555583333333.3335,7639749250000.0,,14.961333100472286,46.54057635901248,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
1996,1106816666666.6667,3728950000000.0,8073121750000.0,,13.709896876839084,46.1896911191758,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
1997,1070233333333.3334,3925725000000.0,8577552500000.0,,12.477141158078991,45.76742608104118,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
1998,1080616666666.6666,4206458333333.3335,9062816750000.0,,11.923629225612077,46.41446968828244,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
1999,1102300000000.0,4517258333333.333,9631171750000.0,,11.445128678138255,46.90247926825034,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
2000,1103700000000.0,4790183333333.333,10250952000000.0,,10.766804878220091,46.72915582214543,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,,
2001,1140241666666.6667,5203741666666.667,10581929000000.0,53.331,10.77536682269052,49.175737870351114,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,4.949344266192108,1.084498216185469
2002,1196683333333.3333,5591316666666.667,10929108250000.0,55.723,10.949505723244467,51.15986170844878,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,5.089088166026239,1.089193718262097
2003,1274066666666.6667,5981425000000.0,11456449500000.0,58.803,11.120955638713955,52.2101109946847,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,5.287585159974622,1.126276096329052
2004,1344583333333.3333,6266775000000.0,12217195750000.0,66.277,11.005662517385247,51.29470893514987,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.02208180518934,1.2920825827044213
2005,1372158333333.3333,6535133333333.333,13039197000000.0,65.608,10.523334629681056,50.119139494045015,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.23452568114224,1.3090408307547923
2006,1375166666666.6667,6877383333333.333,13815583000000.0,64.343,9.953736057802749,49.779899504301284,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.464205965112108,1.2925498171092205
2007,1373058333333.3333,7298100000000.0,14474227000000.0,64.739,9.486229097645998,50.42134547150601,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.8245241954007785,1.2839601838190764
2008,1434733333333.3333,7790825000000.0,14769861750000.0,73.59,9.713925273087495,52.74812406419444,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,7.575722267895314,1.395120704395876
2009,1638141666666.6667,8416033333333.333,14478067250000.0,86.787,11.314643304109994,58.12953613220254,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,7.670325759935801,1.492993162763634
2010,1742625000000.0,8626108333333.333,15048971000000.0,95.347,11.579695382494922,57.320253546460634,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,8.233981711136934,1.6634085528375582
2011,2010208333333.3333,9256016666666.666,15599731500000.0,99.681,12.886172645556965,59.33446140830479,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,7.735500892452276,1.6799849132202298
2012,2315266666666.6665,10050033333333.334,16253970000000.0,103.244,14.244314876098988,61.83125312359586,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,7.248084649773964,1.6697704604760846
2013,2549550000000.0,10727250000000.0,16880683249999.998,104.522,15.103357857271567,63.54748703669919,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.920447822778529,1.6447857322766786
2014,2814733333333.3335,11388800000000.0,17608138250000.0,104.429,15.985411367004309,64.67918321802136,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.532769010596326,1.6145689355412773
2015,3021475000000.0,12045100000000.0,18295019000000.0,104.854,16.515287576361633,65.83813878520705,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.348905492271158,1.5926027365700577
2016,3248416666666.6665,12860058333333.334,18804913250000.0,106.78,17.274297538525822,68.38669321345226,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.18143804469357,1.5614148744802219
2017,3524300000000.0,13590791666666.666,19612102500000.0,105.728,17.9700264160867,69.29798407216495,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,5.883575101779076,1.5257009480953712
2018,3680808333333.3335,14103933333333.334,20656515500000.0,107.041,17.819115394042782,68.27837605685885,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.007088322453175,1.5677144973521566
2019,3846116666666.6665,14818225000000.0,21521395000000.0,108.197,17.87113087542265,68.85345954572183,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,6.054289499317494,1.571409784110445
2020,12784775000000.0,17650650000000.0,21322949500000.0,132.032,59.95781681141251,82.77771328023827,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,2.202081513662931,1.5950186924470204
2021,19380675000000.0,20525633333333.332,23594030750000.0,124.716,82.14228083940257,86.99502662695026,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,1.5182923912696538,1.433599193374626
2022,20402975000000.0,21576566666666.668,25744108250000.0,118.806,79.25298791423471,83.81166850736291,United States,MANMM101USM189S,MABMM301USM189S,USAGDPNADSMEI,GGGDTAUSA188N,1.4990728189146436,1.4175353159752786
1995,237217916666.66666,576907666666.6666,851845000000.0,43.653,27.847544643293865,67.72448821870958,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.5675708777618331,0.6445674400525099
1996,264567250000.0,667153250000.0,909993000000.0,43.714,29.0735478184997,73.3141079107202,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.5035660688161516,0.5962563174503009
1997,310875166666.6667,744294750000.0,953405000000.0,44.132,32.606832003887824,78.06700720050766,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.3534586860427897,0.5653092334723575
1998,351425250000.0,809787250000.0,998501000000.0,41.97,35.19528272881049,81.10029434121749,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.192489354990855,0.5175073696208479
1999,380915666666.6667,837833916666.6666,1043248000000.0,40.41,36.512475141736836,80.310138784514,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.1067450191512205,0.5031743265744693
2000,431941833333.3333,905444750000.0,1100752000000.0,37.686,39.240613083903845,82.25692526563658,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.9603825485453097,0.4581498746555215
2001,486930000000.0,998268000000.0,1146135000000.0,34.958,42.48452407438914,87.0986402125404,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8228408052492144,0.4013610306050079
2002,520559666666.6667,1049345583333.3334,1191439000000.0,35.434,43.691675920182796,88.0737984347779,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8110011633504708,0.40232169646050026
2003,568242333333.3334,1112613666666.6667,1258334000000.0,36.764,45.15830720089685,88.41958229426103,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8141137761530145,0.41579024743239723
2004,637356833333.3334,1227525583333.3333,1322637000000.0,39.802,48.18834142197242,92.80895539239665,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8259674192034238,0.4288594762403798
2005,714473666666.6666,1353401083333.3333,1398749000000.0,41.0,51.07947649411485,96.7579661063803,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8026707165787778,0.4237377205192868
2006,791315166666.6666,1525452083333.3333,1472038000000.0,42.058,53.75643608837996,103.62858046689917,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.7823807354128393,0.4058532869070235
2007,878744416666.6666,1730934916666.6667,1544637000000.0,43.174,56.8900276677735,112.06095132168055,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.7589027773396,0.38527247440605195
2008,1005331250000.0,1983578083333.3333,1593600000000.0,50.827,63.0855453062249,124.47151627342703,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.8056837703990599,0.4083424185847318
2009,1030949666666.6666,2179628083333.3333,1548802000000.0,64.915,66.56432950542849,140.72993728916498,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,0.9752220217993186,0.46127356588396573
2010,1094801916666.6666,2373030000000.0,1608553000000.0,75.86,68.06128966012724,147.52575762191236,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.1145836404043563,0.5142152883865775
2011,1085645916666.6666,2327836250000.0,1662590000000.0,81.425,65.29847507002127,140.01264593194955,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.2469663328689657,0.5815546121424993
2012,1109651500000.0,2293515166666.6665,1713715000000.0,84.483,64.75122759618723,133.83293993847673,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.304732020323498,0.6312571481941367
2013,1220747083333.3333,2388589000000.0,1781361000000.0,85.316,68.52889915819047,134.08786877000227,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.2449638188854981,0.6362693417578327
2014,1327564833333.3333,2374809333333.3335,1862514000000.0,87.094,71.27811298778605,127.50558295579702,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.221889810900635,0.6830602863107045
2015,1419598750000.0,2371322416666.6665,1916451000000.0,87.867,74.07435671457293,123.73509245301166,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.1861999738799431,0.7101219084906527
2016,1565760250000.0,2533574083333.3335,1991645000000.0,87.825,78.61643264738444,127.21012446160503,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.1171328568661774,0.6903931614854101
2017,1667753750000.0,2745245166666.6665,2082482000000.0,86.723,80.08490589594533,131.825637228397,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.0828882050842337,0.6578614131767588
2018,1739085750000.0,2840131250000.0,2152304000000.0,86.345,80.8011205666114,131.95771833346961,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.0686114176946135,0.6543383827067851
2019,1779029166666.6667,2874431833333.3335,2233921000000.0,85.657,79.63706714188491,128.6720449529475,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.075592096421503,0.6657001529067395
2020,2028636500000.0,3135349000000.0,2104288000000.0,105.84,96.40488849435059,148.9980934168707,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.0978696376605666,0.7103446599405681
2021,2282243500000.0,3380464333333.3335,2284079000000.0,105.131,99.91963938200035,148.0012001919957,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.0521555186771263,0.7103388341690338
2022,2435993250000.0,3577260833333.3335,2505981000000.0,99.614,97.20717156275327,142.74892081517513,United Kingdom,MANMM101GBM189S,MABMM301GBM189S,GBRGDPNADSMEI,GGGDTAGBA188N,1.0247597826225503,0.6978266415686303
1995,154244416666.66666,518136333333.3333,831621000000.0,100.084,18.547441282346966,62.3043830462835,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,5.396108200394072,1.6063717367308092
1996,166880833333.33334,546726583333.3333,859834000000.0,100.244,19.408494352785926,63.585131936319485,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,5.164955002581682,1.576532075146032
1997,185492333333.33334,572543166666.6666,906926000000.0,95.272,20.452863114888466,63.13008632089792,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,4.658125342395103,1.5091378065875092
1998,197797166666.66666,593238750000.0,940548000000.0,93.29,21.02999173531459,63.07373467382845,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,4.436045490371871,1.4790625683167191
1999,208844416666.66666,614985166666.6666,1007927000000.0,88.966,20.720192699140576,61.01485193537495,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,4.293685936795853,1.4581040054678824
2000,230566333333.33334,661811666666.6666,1106071000000.0,80.437,20.84552739682474,59.83446511721821,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.858717434621128,1.3443255461951664
2001,253484750000.0,698373916666.6666,1144543000000.0,81.462,22.147245669232174,61.01770896040312,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.678200044223568,1.3350550420184413
2002,278432083333.3333,739882916666.6666,1193694000000.0,79.604,23.325247788238304,61.98262843464628,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.4127826089007343,1.284295326132119
2003,289141916666.6667,784010416666.6666,1254747000000.0,75.912,23.043842038806762,62.48354581972833,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.29424233477044,1.2149118460564674
2004,312801666666.6667,854895416666.6666,1335731000000.0,71.889,23.418013557120908,64.00206453744553,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.0698163114753223,1.1232293914197107
2005,332787083333.3333,938871416666.6666,1421590000000.0,70.64,23.409498050305174,66.04375499733865,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,3.0175785849060146,1.069593938183051
2006,360578166666.6667,1008977583333.3334,1496604000000.0,69.92,24.093091202927877,67.41780613531257,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.9020767576517157,1.0371147328595258
2007,392864666666.6667,1119422083333.3333,1577661000000.0,67.181,24.901716317172493,70.95453860704761,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.6978461702927383,0.9468175161007558
2008,426525250000.0,1251626916666.6667,1657041000000.0,70.355,25.7401748055721,75.53385321586289,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.733275921062118,0.9314366605783687
2009,478836166666.6667,1291977750000.0,1571334000000.0,81.804,30.473226358410543,82.22171416134316,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.6844548403855595,0.9949196612402962
2010,532091333333.3333,1362251500000.0,1666048000000.0,83.976,31.937335138803522,81.76544133182237,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.629399091534411,1.0270353664356398
2011,573103166666.6666,1462393000000.0,1774063000000.0,84.286,32.30455551277867,82.43185275832933,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.6091057023415507,1.0224930919253579
2012,628251000000.0,1560629083333.3333,1827201000000.0,87.151,34.383245193057576,85.41091447155146,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.534693846106095,1.0203731049973492
2013,679301500000.0,1662828500000.0,1902247000000.0,87.605,35.7104781871124,87.41391102207021,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.4532015376824576,1.002186024806527
2014,730523750000.0,1800299833333.3333,1994898000000.0,85.541,36.61960411008483,90.24520719020887,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.335934592379782,0.9478730523572972
2015,787413916666.6666,1934421416666.6667,1990441000000.0,92.029,39.55977176247206,97.18556926161925,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.3263278805693792,0.9469409985371594
2016,856104583333.3334,2101398250000.0,2025535000000.0,92.397,42.26560307935106,103.74534382274312,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.186103906444452,0.8906134636544978
2017,937279583333.3334,2232243583333.3335,2140641000000.0,90.942,43.784996332095545,104.27921278408353,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.0770128495668536,0.872100944876722
2018,982649333333.3334,2342782916666.6665,2235675000000.0,90.776,43.953138686675544,104.79085361989854,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.065290505124242,0.8662588085145888
2019,1037623000000.0,2523778583333.3335,2313563000000.0,90.21,44.84956752852634,109.08622688612039,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.0113906325322395,0.8269604933185005
2020,1270550583333.3333,2849133250000.0,2220527000000.0,118.066,57.21842532575975,128.30887667657274,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,2.063426236003853,0.9201701632663196
2021,1533467250000.0,3049731500000.0,2517123000000.0,112.617,60.9214269624488,121.15941493522566,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,1.8485614276470528,0.9294944190693509
2022,1599957000000.0,3308654666666.6665,2813289000000.0,104.207,56.87140567499464,117.60806183320186,Canada,MANMM101CAM189S,MABMM301CAM189S,CANGDPNADSMEI,GGGDTACAA188N,1.832326786426135,0.8860532039699117
1995,179475682407083.66,824716666666666.6,521613600000000.0,92.526,34.40778430759544,158.10873540618314,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.6891007910548628,0.5852048576715236
1996,204092412385529.66,851458333333333.4,535562000000000.0,98.054,38.10808316974125,158.98408276414932,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.573049910782636,0.6167535661130413
1997,221886430305457.34,877908333333333.4,543545300000000.06,104.971,40.822067692510146,161.51521010913595,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.571427806907969,0.649914023137951
1998,240855013708597.66,916000000000000.0,536497400000000.0,116.02,44.89397594631356,170.73708092527568,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.5843110919545746,0.6795243269432315
1999,266201438044158.66,949608333333333.4,528069900000000.0,129.501,50.41026539178973,179.82625658711726,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.5689410478900534,0.720145113721271
2000,287978996714942.7,968025000000000.0,535417800000000.06,135.609,53.78584662574585,180.79806087881275,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.521276664911464,0.7500578233020843
2001,312504848413047.44,983616666666666.6,531653900000000.0,145.124,58.779752845422074,185.01071216945206,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.4689453931806153,0.78440863395564
2002,398448057227801.0,1002441666666666.6,524478700000000.0,154.096,75.9703029365732,191.13105387629022,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.0283715352386196,0.8062321473921177
2003,430543829786152.44,1012208333333333.4,523968700000000.0,160.021,82.16976124454617,193.18106851293473,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.9474438963472225,0.8283472145164449
2004,448447441666666.7,1023433333333333.4,529400900000000.0,169.49,84.70847738767854,193.31915252379312,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.0008623130399172,0.8767367215679248
2005,469326808333333.3,1028516666666666.6,532515600000000.0,174.595,88.13390787675202,193.1430115224167,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.9810196121583157,0.9039674727228535
2006,483207591666666.7,1025216666666666.6,535170200000000.0,174.143,90.29045183507354,191.56833969205806,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.928697846346957,0.9090385200390163
2007,482837333333333.3,1026991666666666.6,539281700000000.0,172.951,89.53341701254341,190.4369583960788,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.9316921633379633,0.9081798063603244
2008,480386675000000.0,1034691666666666.6,527823800000000.06,180.851,91.01269685072934,196.02974831121037,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.987096375098248,0.9225691588038307
2009,482866958333333.3,1053275783333333.4,494938400000000.0,198.807,97.56102139848782,212.80946948818954,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.037770793603863,0.9342018495611791
2010,492396041666666.7,1075167133333333.4,505530600000000.0,205.879,97.40182724184584,212.68092046917306,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.1137077797196615,0.9680181915041177
2011,515772008333333.3,1098829575000000.0,497449000000000.0,219.162,103.68339434461286,220.89291063003444,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.1137618167820635,0.9921640281478591
2012,534532750000000.0,1122538708333333.4,500474600000000.0,226.093,106.8051705321309,224.29484100358607,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.1168731707795265,1.008016943182323
2013,560226566666666.7,1155261358333333.2,508700600000000.0,229.451,110.1289376632673,227.10045129361617,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.083476013376017,1.0103502599532257
2014,586532283333333.4,1187164516666666.8,518811100000000.0,233.281,113.05314850305504,228.82403955248196,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,2.0634630975686274,1.0194776757557233
2015,616458491666666.6,1222491525000000.0,538032400000000.0,228.278,114.57646261947545,227.21522439912542,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.9923638309391987,1.0046773960841977
2016,659761333333333.4,1257275958333333.2,544364600000000.0,232.421,121.19842718158627,230.96210854514297,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.9176899024586667,1.0063165835471748
2017,711833766666666.6,1299565141666666.8,553073000000000.0,231.321,128.70521010186118,234.97172012856652,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.7972932083862463,0.9844631510269874
2018,755557941666666.6,1332461550000000.0,556630100000000.0,232.38,135.737887991804,239.38007484683274,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.711975951873005,0.97075748743369
2019,795644483333333.4,1359430233333333.2,557910900000000.0,236.381,142.61138890337747,243.66439754687232,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.6575183918877168,0.970108897236531
2020,882297458333333.4,1432396966666666.8,539808200000000.0,258.369,163.44647197529298,265.3529469664719,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.5807560535112426,0.9736805373887394
2021,969024000000000.0,1511645716666666.8,552571400000000.0,253.652,175.3662965546172,273.5656815873328,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.446412480524734,0.9272069454334111
2022,1023405383333333.4,1555790925000000.0,559710100000000.0,248.309,182.84561656710025,277.9637038888525,Japan,MANMM101JPM189S,MABMM301JPM189S,JPNGDPNADSMEI,GGGDTAJPA188N,1.3580254460673722,0.8933144742498096
1995,77200000000.0,291341666666.6667,512080000000.00006,31.143,15.075769411029524,56.893779617768054,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,2.0657652124352337,0.5473884879723121
1996,86800000000.0,318191666666.6667,543197000000.0,29.345,15.979469695156638,58.57758173676708,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,1.8364188899769585,0.5009595672943457
1997,99125000000.0,344675000000.0,573427000000.0,25.907,17.28642006741922,60.10791260265038,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,1.4986908740479192,0.43100814648582
1998,108858333333.33333,368458333333.3333,605256000000.0,23.698,17.98550255318961,60.876444567808214,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,1.3176167821786728,0.3892802900735045
1999,117625000000.0,403116666666.6667,638239000000.0,22.544,18.429616491627744,63.160769972794945,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,1.2232484604463338,0.3569304175631537
2000,128825000000.0,431716666666.6667,687693000000.0,19.495,18.73292297580461,62.77752815088517,Australia,MANMM101AUM189S,MABMM301AUM189S,AUSGDPNADSMEI,GGGDTAAUA188N,1.0406811593246654,0.3105410578311392
